Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
C1A9CPMAA1,Pseudotsuga menziesii / Symphoricarpos albus - Amelanchier alnifolia,Douglas-fir / common snowberry - saskatoon,PPxh2/06,S2 (2004),Red,GNR,N/A,N/A,,,,
CEBC000399,Pseudotsuga menziesii / Symphoricarpos albus / Balsamorhiza sagittata,Douglas-fir / common snowberry / arrowleaf balsamroot,IDFdm2/03,S2 (2014),Red,GNR,N/A,N/A,Y,,,
C1A9CPMSA1,Pseudotsuga menziesii / Symphoricarpos albus / Calamagrostis rubescens,Douglas-fir / common snowberry / pinegrass,PPxh1/06,S2 (2004),Red,GNR,N/A,N/A,,,,
C1A9CPMSB1,Pseudotsuga menziesii / Symphoricarpos albus - Spiraea betulifolia,Douglas-fir / common snowberry - birch-leaved spirea,IDFxh1/06; IDFxh1/07; PPxh1/07,S2S3 (2016),Blue,GNR,N/A,N/A,,,,
CEBC000070,Pseudotsuga menziesii / Symphoricarpos occidentalis / Pseudoroegneria spicata,Douglas-fir / western snowberry / bluebunch wheatgrass,IDFxw/03,S2 (2004),Red,GNR,N/A,N/A,,,,
C1A9BPMCC1,Pseudotsuga menziesii - Thuja plicata / Corylus cornuta,Douglas-fir - western redcedar / beaked hazelnut,IDFww/01,S3 (2004),Blue,GNR,N/A,N/A,,,Y,
C1A9BPMDP1,Pseudotsuga menziesii - Thuja plicata / Dicranum polysetum,Douglas-fir - western redcedar / wavy-leaved moss,ICHmk3/02,S3 (2022),Blue,GNR,N/A,N/A,,,,
C1A9CTHGS1,Pseudotsuga menziesii - Tsuga heterophylla / Gaultheria shallon Dry Maritime,Douglas-fir - western hemlock / salal Dry Maritime,CWHdm/03; CWHxm1/03; CWHxm2/03,S2 (2019),Red,G3G4,N/A,N/A,,South Central Coast LUO,Y,
C2A2BTHGS1,Pseudotsuga menziesii - Tsuga heterophylla / Gaultheria shallon Moist Maritime,Douglas-fir - western hemlock / salal Moist Maritime,CWHmm1/02; CWHmm2/02,S2S3 (2021),Blue,GNR,N/A,N/A,,South Central Coast LUO,,
C1A9CPMTH1,Pseudotsuga menziesii - Tsuga heterophylla / Paxistima myrsinites,Douglas-fir - western hemlock / falsebox,CWHds1/03; CWHds2/03; CWHms1/03; CWHms2/03,S3 (2016),Blue,GNR,N/A,N/A,,,Y,
PDAST7R011,Psilocarphus brevissimus var. brevissimus,dwarf woolly-heads,IDFxh,S1S2 (2019),Red,G4T4? (2012),E,1-E (2007),,,Y,
PDAST7R020,Psilocarphus elatior,tall woolly-heads,CDFmm; CWHvh,S2 (2019),Red,G4 (2001),E,1-E (2003),,,Y,
NBMUS62010,Psilopilum cavifolium,,BAFA,S3 (2024),Blue,G5 (2017),,,,,,
ABNSB01020,Psiloscops flammeolus,Flammulated Owl,BG; IDF; PP,S3B (2022),Blue,G4 (2016),SC,1-SC (2003),Y,,Y,
NLT0024100,Psora vallesiaca,,,S1S3 (2020),Red,GNR,,,,,,
NLOPE09010,Psoronactis dilleniana,,,S1S2 (2020),Red,GNR,,,,,,
NBMUS65030,Pterygoneurum lamellatum,,PP,S2S3 (2024),Blue,G3G5 (2000),,,,,,
ABNNN08010,Ptychoramphus aleuticus,Cassin's Auklet,CDF; CWH,"S2B,S3N (2018)",Red,G4 (2016),SC,1-SC (2019),Y,,Y,
NBMUSA3070,Ptychostomum archangelicum,,,S2S3 (2024),Blue,GNR,,,,,,
NBMUS1A060,Ptychostomum arcticum,,SWB,S3 (2024),Blue,G5? (2000),,,,,,
NBMUS1A340,Ptychostomum cryophilum,,,S2S3 (2024),Blue,GU (2015),,,,,,
CEBC001031,Puccinellia nuttalliana - Hordeum jubatum,Nuttall's alkaligrass - foxtail barley,BGxh2/Ga02; BGxw1/Ga02; BGxw2/Ga02; IDFdk1/Ga02; IDFdk3/Ga02; IDFdk4/Ga02; IDFdm2/Ga02; IDFdw/Ga02; IDFxh1/Ga02; IDFxh1a/Ga02; IDFxh2/Ga02; IDFxm/Ga02; PPxh1/Ga02; PPxh1a/Ga02; PPxh2/Ga02; SBPSxc/Ga02,S2 (2018),Red,G3?,N/A,N/A,,Central and North Coast LUO; South Central Coast LUO,Y,Y
CEBC003129,Purshia tridentata / Calamovilfa longifolia - Hesperostripa comata / Syntrichia ruralis,antelope-brush / prairie sandgrass - needle-and-thread grass / sidewalk screw-moss,PPdh2/Gs13,S1S2 (2021),Red,GNR,N/A,N/A,,,,
C3B4APTSC1,Purshia tridentata / Hesperostipa comata,antelope-brush / needle-and-thread grass,BGxh1/02; IDFxh1; PPxh1; PPxh1a,S1S2 (2021),Red,G2,N/A,N/A,Y,,Y,Y
CEBC000398,Purshia tridentata / Pseudoroegneria spicata,antelope-brush / bluebunch wheatgrass,IDFdm2/02; PPdh2/00,S2 (2018),Red,G3,N/A,N/A,Y,,,
CEBC003128,Purshia tridentata - Symphoricarpos albus / Pseudoroegneria spicata,antelope-brush - common snowberry / bluebunch wheatgrass,IDFdm2/Gs12; PPdh2/Gs12,S2? (2021),Red,GNR,N/A,N/A,,,,
IILER30350,Pyrausta californicalis,a crambid snout moth,,S2S3 (2020),Blue,GNR,,,,,,
IILER30570,Pyrausta fodinalis,,,S3S5 (2020),Blue,GNR,,,,,,
IILER30470,Pyrausta perrubralis,a crambid snout moth,,S3? (2020),Blue,GNR,,,,,,
IILER30500,Pyrausta semirubralis,a crambid snout moth,,S3? (2020),Blue,GNR,,,,,,
IILEP38050,Pyrgus communis,Checkered Skipper,BG; ESSF; ICH; IDF; IMA; MS; PP,S3 (2020),Blue,G5 (2021),,,,,,
PDPYR04080,Pyrola aphylla,leafless wintergreen,CDFmm; CWHmm; CWHvm; CWHxm; IDFww,S3 (2019),Blue,GNR,,,,,Y,
PDPYR04090,Pyrola crypta,cryptic wintergreen,CWHvm,S2 (2019),Red,GNR,,,,,Y,
CEBC000861,Quercus garryana - Acer macrophyllum - Prunus spp.,Garry oak - bigleaf maple - cherries,CWHds1/00,S1 (2004),Red,G1,N/A,N/A,,,Y,
C2B2AQGAM1,Quercus garryana - Arbutus menziesii,Garry oak - arbutus,CDFmm/00,S1 (2004),Red,G1,N/A,N/A,,,,
C1B3AQGBS1,Quercus garryana / Bromus carinatus,Garry oak / California brome,CDFmm/00; CWHxm1/00,S1 (2022),Red,G1,N/A,N/A,,,Y,
C1B3AQGHD1,Quercus garryana / Holodiscus discolor,Garry oak / oceanspray,CDFmm/00,S1 (2004),Red,G1,N/A,N/A,,,Y,
IMGAS49020,Radiodiscus abietum,Fir Pinwheel,,S2? (2015),Red,G4 (2006),,,,,,
NBHEP2V090,Radula prolifera,,,S3 (2021),Blue,G4? (1999),,,,,,
NFFUN4W010,Ramaria araiospora,,,S3 (2021),Blue,G4G5 (2006),,,,,,
NFFUN4X010,Ramaria aurantiisiccescens,,,S1S3 (2021),Red,G3 (2019),,,,,,
NFFUN5D010,Ramaria cyaneigranosa,,,S2S3 (2021),Blue,G4 (2006),,,,,,
NFPHA020J0,Ramaria marrii,,,S3 (2021),Blue,GNR,,,,,,
NFFUN5P010,Ramaria rubrievanescens,,,S1S3 (2021),Red,G4 (2006),,,,,,
NFFUN5S010,Ramaria stuntzii,,,S2S3 (2021),Blue,G4 (2006),,,,,,
NFGOM09020,Ramaricium flavomarginatum,,,S3 (2021),Blue,GNR,,,,,,
AAABH01021,Rana aurora,Northern Red-legged Frog,CDF; CWH; MH,S3 (2022),Blue,G4 (2015),SC,1-SC (2005),Y,,Y,
AAABH01180,Rana pretiosa,Oregon Spotted Frog,CWH,S1 (2022),Red,G2 (2013),E,1-E (2003),,,Y,
AMALC04013,Rangifer tarandus pop. 1,Caribou (Southern Mountain Population),BAFA; ESSF; ICH; IMA,S1 (2017),Red,G5TNRQ,E,1-T (2003),Y,,Y,
AMALC0401E,Rangifer tarandus pop. 14,Caribou (Boreal Population),BWBS,S2? (2017),Red,G5TNRQ,T,1-T (2003),Y,,Y,
AMALC0401G,Rangifer tarandus pop. 15,Caribou (Northern Mountain Population),BWBS; ESSF; MH; SBS,S2S3 (2017),Blue,G5T4T5Q (2013),SC,1-SC (2005),Y,,Y,
AMALC0401N,Rangifer tarandus pop. 18,Caribou (Central Mountain Population),,S1S2 (2017),Red,G5T1T2Q (2021),E,1-T (2003),Y,,Y,
PDRAN0L052,Ranunculus alismifolius var. alismifolius,water-plantain buttercup,CDFmm,S1 (2019),Red,G5T5 (1995),E,1-E (2003),,,Y,
PDRAN0L0H0,Ranunculus californicus,California buttercup,CDFmm,S2 (2019),Red,G5 (2025),E,1-E (2011),,,Y,
PDRAN0L0K0,Ranunculus cardiophyllus,heart-leaved buttercup,BWBSmw,S2? (2019),Red,G5 (2016),,,,,Y,
PDRAN0L330,Ranunculus eschscholtzii var. eximius,tundra buttercup,,S2S3 (2021),Blue,G4Q (1995),,,,,,
PDRAN0L1J0,Ranunculus lobbii,Lobb's water-buttercup,CDFmm,SH (2019),Red,G4 (1991),,,,,Y,
PDRAN0L2D0,Ranunculus rhomboideus,prairie buttercup,BWBSmw,S2S3 (2019),Blue,G5 (2016),,,,,Y,
PDRAN0L2K0,Ranunculus sulphureus,sulphur buttercup,BAFA; CMA,S3 (2019),Blue,G5 (2016),,,,,Y,
ABNND02010,Recurvirostra americana,American Avocet,BG; BWBS; CDF; CWH; ICH; IDF; MS; PP; SBPS,S2S3B (2023),Blue,G5 (2016),,,,,Y,
AMAFF02030,Reithrodontomys megalotis,Western Harvest Mouse,BG; IDF; PP,S3 (2024),Blue,G5 (2016),E,1-SC (2009),,,Y,Y
IILEJ08080,Rhigognostis poulella,,,S3? (2020),Blue,GNR,,,,,,
AFCJB37110,Rhinichthys cataractae - Chehalis lineage,Nooksack Dace,CWH,S1 (2019),Red,G3 (2025),E,1-E (2003),,,Y,
AFCJB37050,Rhinichthys osculus,Speckled Dace,IDF; PP,S3? (2019),Blue,G5 (1996),E,1-E (2009),,,Y,
AFCJB37120,Rhinichthys umatilla,Umatilla Dace,BG; ICH; IDF,S2 (2019),Red,G4 (2025),T,3 (2005),,,Y,Y
NFNHP00006,Rhizopogon alexsmithii,,,S2? (2021),Red,G2 (2019),,,,,,
NFBOL0B0A0,Rhizopogon diabolicus,,,S3 (2021),Blue,GNR,,,,,,
NFBOL0B0K0,Rhizopogon olivaceofuscus,,,S3 (2021),Blue,GNR,,,,,,
NBMUS6F010,Rhodobryum roseum,,CWHvh; ICHwk; SBSwk,S3 (2024),Blue,G5 (1991),,,,,,
CEBC003037,Rhododendron groenlandicum / Kalmia microphylla / Sphagnum spp.,Labrador-tea / western bog-laurel / peat-mosses,CDFmm/Wb50; CWHdm/Wb50; CWHvm1/Wb50; CWHxm1/Wb50; CWHxm2/Wb50,S3 (2004),Blue,G4,N/A,N/A,,,Y,
CEBC001027,Rhododendron groenlandicum / Sphagnum spp.,Labrador-tea / peat-mosses,SBPSxc/W9,S3 (2004),Blue,G3,N/A,N/A,,,,
CEBC000865,Rhododendron macrophyllum / Gaultheria ovatifolia / Cladonia spp.,Pacific rhododendron / Oregon wintergreen / clad lichens,IDFww/00,S1 (2004),Red,G1,N/A,N/A,,,Y,
PMCYP0N070,Rhynchospora capillacea,brown beak-rush,ICHmw,S3 (2019),Blue,G4G5 (2016),,,,,Y,
PDGRO02181,Ribes oxyacanthoides var. cognatum,northern gooseberry,IDFdm; PPdh; SBSdk,S1S2 (2015),Red,G5T4 (1994),,,,,Y,
NBHEP2Z0X0,Riccia fluitans,,,S3 (2021),Blue,GNR,,,,,,
NFSM000176,Rickenella swartzii,,,S2S4 (2021),Blue,G4G5 (2006),,,,,,
ABNNM04010,Rissa tridactyla,Black-legged Kittiwake,,"S1B,SNRN (2022)",Red,G5 (2016),,,,,Y,
NBMUS3V0H3,Roaldia dolomitica,,,S2S3 (2024),Blue,G5TNR,,,,,,
PDBRA27030,Rorippa barbareifolia,hoary yellowcress,,S2S3 (2019),Blue,G4G5 (2016),,,,,,
NBMUS1A310,Rosulabryum elegans,,,S2S3 (2024),Blue,G5? (2000),,,,,,
PDLYT0B030,Rotala ramosior,toothcup,BGxh,S1 (2019),Red,G5 (2023),E,1-E (2003),,,Y,Y
NFSM000016,Rubroboletus pulcherrimus,,,S2S3 (2021),Blue,G3 (2019),,,,,,
PDROS1K3T0,Rubus lasiococcus,dwarf bramble,CDFmm; CWHds; CWHmm; CWHxm; ESSFmw; MHmm,S3 (2019),Blue,G5 (1990),,,,,Y,
PDPGN0P130,Rumex paucifolius,alpine sorrel,BAFA; ESSFdcp; ESSFxcp; IMA,S2 (2019),Red,G5 (2004),,,,,Y,
CEBC003042,Ruppia maritima Herbaceous Vegetation,beaked ditch-grass Herbaceous Vegetation,CDFmm/Em01; CWH/Em01; CWHvh3/Em01; CWHwh1/Em01,S2 (2013),Red,GNR,N/A,N/A,,Haida Gwaii LUO,,
NFRUS021Q0,Russula favrei,,,S2S3 (2021),Blue,GNR,,,,,,
NFRUS02030,Russula subloculata,,,S3 (2021),Blue,GNR,,,,,,
PDCAR0G0Q2,Sabulina pusilla,dwarf sandwort,CDFmm,S1 (2019),Red,G3G5 (2004),E,1-E (2005),,,Y,
PDCAR0G0U0,Sabulina stricta,rock sandwort,BAFA; CMA; SWBmk; SWBun; SWBuns,S3 (2019),Blue,G5 (2024),,,,,,
NBHEP3C041,Saccobasis polita,,,S2S3 (2021),Blue,G4 (2018),,,,,,
NLT0027470,Sagiolechia rhexoblephara,,,S1S3 (2020),Red,G3G5 (2002),,,,,,
PDSAL02030,Salix amygdaloides,peach-leaf willow,BGxh; IDFxh,S3 (2019),Blue,G5 (2024),,,,,Y,Y
CEBC003045,Salix bebbiana / Calamagrostis canadensis,Bebb's willow / bluejoint reedgrass,BGxw1/Ws03; ESSFdk1/Ws03; ESSFdk2/Ws03; ICHmk4/Ws03; IDFdk1/Ws03; IDFdk2/Ws03; IDFdk5/Ws03; IDFdm2/Ws03; IDFxh1/Ws03; IDFxh2/Ws03; MSdk/Ws03; MSdw/Ws03; PPxh1/Ws03; PPxh2/Ws03; SBSdk/Ws03,S3 (2004),Blue,G3,N/A,N/A,,,,
CEBC003063,Salix drummondiana / Calamagrostis canadensis,Drummond's willow / bluejoint reedgrass,ESSFdc1/Fl05; ESSFdk1/Fl05; ESSFdk2/Fl05; ESSFmh/Fl05; ICHdw4/Fl05; ICHmk1/Fl05; ICHmk4/Fl05; ICHmw5/Fl05; ICHxm1/Fl05; IDFdk5/Fl05; IDFdm1/Fl05; IDFdm2/Fl05; MSdk/Fl05; MSdk1/Fl05; MSdk2/Fl05; MSdm1/Fl05; MSdw/Fl05; MSmw2/Fl05; MSxk1/Fl05; MSxk2/Fl05; SBPSdc/Fl05; SBSdk/Fl05; SBSdw3/Fl05,S2S3 (2004),Blue,G3,N/A,N/A,,,,
C3B4CSESA1,Salix exigua - Salix amygdaloides,narrow-leaf willow - peach-leaf willow,BGxh1/00,S1 (2006),Red,G1Q,N/A,N/A,,,Y,
CEBC003064,Salix exigua Shrubland,narrow-leaf willow Shrubland,BGxh2/Fl06; BGxh3/Fl06; BGxw1/Fl06; BWBSdk/Fl06; BWBSmk/Fl06; BWBSmw/Fl06; ICHdw1/Fl06; ICHdw4/Fl06; ICHmw2/Fl06; ICHxm1/Fl06; ICHxw/Fl06; IDFdh/Fl06; IDFdk5/Fl06; IDFdm2/Fl06; IDFxk/Fl06; IDFxx1/Fl06; IDFxx2/Fl06; MSdw/Fl06; PPxh2/Fl06; SWBmk/Fl06,S2 (2006),Red,G5,N/A,N/A,,,Y,
CEBC003056,Salix lasiandra var. lasiandra / Cornus sericea / Equisetum spp.,Pacific willow / red-osier dogwood / horsetails,BG/Fl03; BWBS/Fl03; BWBSdk/Fl03; BWBSmk/Fl03; BWBSmw1/Fl03; BWBSwk1/Fl03; CWH/Fl03; ICHdw1/Fl03; ICHdw4/Fl03; ICHvc/Fl03; IDF/Fl03; IDFdh/Fl03; IDFdk5/Fl03; IDFdm1/Fl03; IDFdm2/Fl03; IDFmw1/Fl03; IDFxk/Fl03; IDFxx1/Fl03; IDFxx2/Fl03; PP/Fl03; PPxh1/Fl03; SBPS/Fl03; SBS/Fl03; SBSmh/Fl03; SWB/Fl03,S3 (2022),Blue,G2,N/A,N/A,,,Y,
CEBC001042,Salix maccalliana / Carex utriculata,MacCalla's willow / beaked sedge,ESSFdv/Ws05; ESSFdv1/Ws05; ESSFdv2/Ws05; ESSFxc/Ws05; ESSFxc3/Ws05; IDFdc/Ws05; IDFdk1/Ws05; IDFdk3/Ws05; IDFdk4/Ws05; MSdm1/Ws05; MSxk1/Ws05; SBPSmk/Ws05; SBPSxc/Ws05; SBSdh1/Ws05; SBSdk/Ws05,S3 (2004),Blue,G3,N/A,N/A,,,Y,
PDSAL02280,Salix petiolaris,meadow willow,BWBSdk; BWBSmw; SBSdh,S3 (2019),Blue,G5 (2024),,,,,Y,
PDSAL022R0,Salix setchelliana,Setchell's willow,BWBSdk; BWBSvk,S3 (2019),Blue,G4 (2016),,,,,Y,
CEBC003058,Salix sitchensis / Carex sitchensis,Sitka willow / Sitka sedge,CWHvm1/Ws06; CWHvm2/Ws06; ICHdm/Ws06; ICHdw1/Ws06; ICHdw4/Ws06; ICHmk1/Ws06; ICHmk4/Ws06; ICHmw2/Ws06; ICHmw4/Ws06; ICHmw5/Ws06; ICHvk1/Ws06; ICHxw/Ws06; MSdc1/Ws06; MSdk/Ws06; MSdm1/Ws06; MSdw/Ws06; MSmw2/Ws06; SBSvk/Ws06; SBSwk1/Ws06,S3 (2004),Blue,G3,N/A,N/A,,,,
CEBC003057,Salix sitchensis - Salix lasiandra var. lasiandra / Lysichiton americanus,Sitka willow - Pacific willow / skunk cabbage,CDFmm/Ws51; CWH/Ws51; ICH/Ws51,S3 (2022),Blue,G2,N/A,N/A,,,,
CEBC001037,Salix spp. / Carex sartwellii,tall willows / Sartwell's sedge,IDFdk3/W6,S3 (2004),Blue,GNR,N/A,N/A,,,,
AFCHA05020,Salvelinus confluentus,Bull Trout,BG; BWBS; CWH; ESSF; ICH; IDF; MS; PP; SBPS; SBS; SWB,S3S4 (2018),Blue,G5 (2025),SC,,Y,,,
AFCHA05122,Salvelinus confluentus pop. 10,Bull Trout - Western Arctic Populations,,S3 (2018),Blue,G5TNRQ (2012),SC,1-SC (2019),,,,
AFCHA0502N,Salvelinus confluentus pop. 26,Bull Trout - Pacific Populations,,S3S4 (2018),Blue,G5T3Q (2015),NAR,,,,,
AFCHA0502Q,Salvelinus confluentus pop. 28,Bull Trout - South Coast Population,CDF; CWH; MH,S2S3 (2018),Blue,G5T3Q (2015),SC,1-SC (2019),,,,
PDBRA1A050,Sandbergia whitedii,Whited's fissurewort,BGxh,S3 (2019),Blue,G3? (2000),,,,,Y,
PDAPI1Z010,Sanicula arctopoides,bear's-foot sanicle,CDFmm,S2 (2019),Red,G5 (2025),T,1-T (2003),,,Y,
PDAPI1Z040,Sanicula bipinnatifida,purple sanicle,CDFmm; CWHxm,S2 (2019),Red,G5 (1990),T,1-T (2003),,,Y,
NLT0020631,Santessoniella arctophila var. arctophila,arctic dust bunnies,,S1 (2010),Red,GNRTNR,,,,,,
NFAGA4Z010,Saproamanita thiersii,,,S2S3 (2021),Blue,GNR,,,,,,
CEBC003043,Sarcocornia pacifica - Lysimachia maritima,American glasswort - sea-milkwort,CDFmm/Em02; CWH/Em02; CWHvh3/Em02; CWHwh1/Em02,S2 (2013),Red,G3G4,N/A,N/A,,,Y,
NFTHE08030,Sarcodon stereosarcinon,,,S2S4 (2021),Blue,GNR,,,,,,
PDSAR020S1,Sarracenia purpurea ssp. purpurea,common pitcher-plant,BWBSmw,S2? (2019),Red,G5T5 (2015),,,,,Y,
IILEPD4010,Satyrium behrii,Behr's Hairstreak,BG; ESSF; IDF; IMA; MS; PP,S1 (2020),Red,G4 (2023),E,1-E (2003),,,Y,Y
IILEPD4040,Satyrium californica,California Hairstreak,BG; ESSF; ICH; IDF; IMA; MS; PP,S3 (2020),Blue,G4 (2023),,,,,Y,
IILEPD4100,Satyrium liparops,Striped Hairstreak,BWBS,S2 (2020),Red,G5 (2020),,,,,Y,
IILEPD4024,Satyrium semiluna,Half-moon Hairstreak,BG; ESSF; IDF; IMA; MS; PP,S1 (2020),Red,G4 (2021),T,1,Y,,Y,
IILEPD4144,Satyrium titus titus,"Coral Hairstreak, titus subspecies",BWBS; ESSF; IMA,S2 (2023),Red,G5T4T5 (2000),,,,,Y,
IILER29020,Saucrobotys futilalis,Dogbane Saucrobotys Moth,,S3S4 (2020),Blue,GNR,,,,,,
PDAST8B030,Saussurea angustifolia var. angustifolia,northern sawwort,BWBSdk,SH (2015),Red,G5T5 (2016),,,,,Y,
PDAST8B032,Saussurea angustifolia var. yukonensis,Yukon sawwort,BAFAun,S2S3 (2016),Blue,G5T5 (2016),,,,,Y,
PDSAX0U0R0,Saxifraga hirculus,yellow marsh saxifrage,BAFAun,S3 (2019),Blue,G5 (2016),,,,,Y,
NBHEP330E0,Scapania gymnostomophila,,,S2S3 (2021),Blue,G4 (2004),,,,,,
NBHEP33211,Scapania hians ssp. salishensis,,,S1S3 (2021),Red,GNRTNR,,,,,,
NBHEP331B0,Scapania hollandiae,,,S1S2 (2021),Red,GNR (2013),,,,,,
NBHEP330H1,Scapania irrigua ssp. irrigua,,,S2 (2021),Red,G5T5? (1999),,,,,,
NBHEP33180,Scapania kaurinii,,,S1S2 (2021),Red,GNR,,,,,,
NBHEP330N4,Scapania mucronata,,,S3 (2021),Blue,G5 (2018),,,,,,
NBHEP330R0,Scapania obscura,,,S2S3 (2021),Blue,G3Q (1998),,,,,,
NBHEP331A0,Scapania ornithopodioides,,,S3 (2021),Blue,GNR,,,,,,
NBHEP330S1,Scapania paludicola var. paludicola,,,S2 (2021),Red,G5T3T5 (1999),,,,,,
NBHEP330Z2,Scapania scandica var. scandica,,,S2S3 (2021),Blue,G5?T3T5 (1999),,,,,,
AMABB02010,Scapanus townsendii,Townsend's Mole,CWH,S1 (2024),Red,G5 (2016),E,1-E (2005),,,Y,
CEBC003047,Scheuchzeria palustris / Sphagnum spp.,scheuchzeria / peat-mosses,ICHmc2/Wb12; ICHmk3/Wb12; SBSdw3/Wb12; SBSmc2/Wb12; SBSvk/Wb12,S3 (2004),Blue,G3,N/A,N/A,,,,
NBMUS95140,Schistidium confertum,,SWB,S3 (2024),Blue,GNR,,,,,,
NBMUS95190,Schistidium robustum,,MS,S3? (2024),Blue,GNR,,,,,,
NBMUS32160,Schistidium teretinerve,,SWBmk,S3? (2024),Blue,G3G5 (1991),,,,,,
NBMUS95330,Schistidium venetum,,,S3? (2024),Blue,GNR,,,,,,
NLT0027840,Schizopelte crustosa,,,S1? (2020),Red,G1G2 (2002),,,,,,
NBHEP0E0B3,Schljakovianthus quadrilobus var. quadrilobus,,,S3 (2021),Blue,G5T5 (1991),,,,,,
PMCYP0Q1D0,Schoenoplectiella saximontana,Rocky Mountain clubrush,BGxh; IDFmw,S2 (2022),Red,G5 (1990),,,,,Y,
CEBC001044,Schoenoplectus acutus Deep Marsh,hard-stemmed bulrush Deep Marsh,BGxh1/Wm06; BGxh2/Wm06; BGxw1/Wm06; BGxw2/Wm06; BWBSdk/Wm06; BWBSmw/Wm06; CDFmm/Wm06; CWHxm1/Wm06; ICHdm/Wm06; ICHdw1/Wm06; ICHdw4/Wm06; ICHmk1/Wm06; ICHmk4/Wm06; ICHmw2/Wm06; ICHmw5/Wm06; ICHwk1/Wm06; ICHxm1/Wm06; ICHxw/Wm06; IDFdc/Wm06; IDFdh/Wm06; IDFdk1/Wm06; IDFdk2/Wm06; IDFdk3/Wm06; IDFdk4/Wm06; IDFdk5/Wm06; IDFdm1/Wm06; IDFdm2/Wm06; IDFmw1/Wm06; IDFxc/Wm06; IDFxh1/Wm06; IDFxh2/Wm06; IDFxk/Wm06; IDFxm/Wm06; IDFxx1/Wm06; IDFxx2/Wm06; MSdk/Wm06; MSdk1/Wm06; MSdk2/Wm06; MSdm2/Wm06; MSdw/Wm06; MSxk1/Wm06; MSxk2/Wm06; PPxh1/Wm06; PPxh2/Wm06; PPxh3/Wm06; SBPSmk/Wm06; SBPSxc/Wm06; SBSmk2/Wm06,S3 (2020),Blue,G5,N/A,N/A,,,Y,Y
CEBC003120,Schoenoplectus pungens var. longispicatus Alkali Marsh,long-awned three-square bulrush Alkali Marsh,BGxh1/Wm08; BGxh2/Wm08; BGxw1/Wm08; IDFdk1/Wm08; IDFdk3/Wm08; IDFxh1/Wm08; IDFxh2/Wm08; IDFxm/Wm08; PPxh1/Wm08; PPxh2/Wm08,S1 (2015),Red,GNR,N/A,N/A,,,Y,
PMCYP0Q140,Scirpus pallidus,pale bulrush,ICHdw; IDFdm,S1 (2019),Red,G5 (1993),,,,,Y,
NLT0032310,Sclerophora peronella,frosted glass-whiskers,CWHws,S1 (2002),Red,G3G4 (2013),DD,,,,,
NFNHP00083,Sclerotinia veratri,,,S2S3 (2021),Blue,G2? (2004),,,,,,
CEBC003144,Scolochloa festucacea / Utricularia vulgaris Marsh,rivergrass Marsh,IDFdk3/Wm17,S1 (2022),Red,GNR,N/A,N/A,,,Y,
NBMUS6W020,Scouleria marginata,margined streamside moss,ICH,SH (2024),Red,G3 (2025),E,1-E (2005),,,Y,
IILEG5M100,Scrobipalpula radiatella,A Twirler Moth,,S3S5 (2020),Blue,GNR,,,,,,
PDSCR1S050,Scrophularia lanceolata,lance-leaved figwort,CWHms; ICHmw; IDFxh,S3 (2019),Blue,G5 (2016),,,,,Y,
PDLAM1U042,Scutellaria angustifolia ssp. micrantha,small-flowered skullcap,IDFxh; PPxh,S2S3 (2006),Blue,G5T3T5 (2003),,,,,Y,
NLT0016650,Scytinium californicum,midlife vinyl,CDFmm; CWHdm; CWHds; CWHms; CWHvh; CWHwh; CWHws; CWHxm; IDFun,S2S3 (2010),Blue,GNR,,,,,,
NLT0009230,Scytinium callopismum,,,S2S3 (2019),Blue,GNR,,,,,,
NLLEC98360,Scytinium rivale,,,S2? (2019),Red,G3G5 (2006),,,,,,
NLT0016900,Scytinium schraderi,collapsing vinyl,PPxh,S2? (2019),Red,GNR,,,,,,
C5B2BASCP1,Selaginella densa - Pseudoroegneria spicata - Collinsia parviflora,compact selaginella - bluebunch wheatgrass - small-flowered blue-eyed Mary,PPdh1/02; PPxh3/,S3 (2004),Blue,GNR,N/A,N/A,,,,
PPSEL010Z0,Selaginella rupestris,rock selaginella,BWBSmw,S2 (2019),Red,G5 (2016),,,,,Y,
CEBC003112,Selaginella wallacei / Cladina spp.,Wallace's selaginella / reindeer lichens,CDFmm; CWHxm1; CWHxm2,S3 (2012),Blue,GNR,N/A,N/A,,,,
NBMUS6X0B0,Seligeria acutifolia,acuteleaf small limestone moss,CWH,S1S2 (2024),Red,G3G5 (2000),E,1-E (2021),,,Y,
NBMUS6X0C0,Seligeria careyana,Carey's small limestone moss,CWH,S1S2 (2024),Red,G2 (2024),E,1-E (2023),,,Y,
NBMUS6X080,Seligeria tristichoides,,CMA; CWH; ICH; SWB,S3 (2024),Blue,G4 (2015),,,,,,
PDAST8H400,Senecio hydrophiloides,sweet-marsh butterweed,ESSFdk; ICHdw; ICHmk; MSdk; PPdh,S3 (2019),Blue,G5 (2015),,,,,Y,
PDAST8H1N0,Senecio hydrophilus,alkali-marsh butterweed,ICHdw; ICHxw,SH (2019),Red,G5 (1990),,,,,Y,
PDAST8H1S4,Senecio integerrimus var. ochroleucus,white western groundsel,IDFxh,SH (2018),Red,G5T4T5 (2003),,,,,Y,
